question,answer
"Andy ve Dawn hafta sonunu evi temizleyerek geçirdiler. Andy çamaşırları kaldırırken Dawn'ın bulaşıkları yıkamak için harcadığı sürenin iki katından altı dakika daha fazla zaman harcadı. Dawn'ın bulaşıkları yıkaması 20 dakika sürdüyse, Andy'nin çamaşırları kaldırması kaç dakika sürmüştür?",26 dakika.
Tom'un bir halatı 6 kat aşağı indirmesi gerekiyor.   Bir kat 10 feet.  Satılan tek halat 20 fit uzunluğunda ama birbirine bağlarken %25'ini kaybediyorsunuz.  Kaç parça halat satın alması gerekecek?,"Tom, her biri 10 feet olan 6 kat aşağı inmek zorunda, yani toplamda 60 feet halata ihtiyacı var. Halatları birbirine bağladığında %25 uzunluk kaybı yaşanacak.

Her 20 feet halattan %25 kaybederse, 15 feet kullanılabilir (20 feet - 5 feet = 15 feet).

60 feet ihtiyaç olduğuna göre:
60 feet / 15 feet = 4 parça

Tom'un 60 feet halata ulaşabilmek için 4 parça 20 feet halat satın alması gerekecek."
Alexandra Cuma günü kitapçıdan 8 dergi satın aldı. Cumartesi günü tekrar gitti ve 12 tane daha aldı. Pazar sabahı mağazada indirim olduğunu gördü ve Cuma günü aldığının dört katı dergi aldı. Günün ilerleyen saatlerinde köpeğinin dergilerden 4 tanesini çiğnediğini fark etti. Şimdi kaç tane dergisi var?,"Alexandra'nın Cuma günü 8, Cumartesi günü 12 dergi aldı. Pazar günü ise Cuma günü aldığı 8 derginin dört katını, yani 32 dergi aldı. Toplamda aldığı dergi sayısı:

8 + 12 + 32 = 52 dergi.

Ancak köpeği 4 dergiyi çiğnediği için:

52 - 4 = 48 dergi.

Yani Alexandra'nın şu anda 48 dergisi var."
Johnstown'da nüfus 80 ve her bir kişi işe giderken tek başına araba kullanıyor. Yoldaki her bir araba yılda 10 kilo karbon kirletiyor. Tek bir otobüs yılda 100 pound karbon kirletiyor. Bir otobüs 40 kişi taşıyabilir. Kasaba bir otobüs işletmeye karar veriyor ve eskiden araba kullanan insanların %25'i artık otobüse biniyor. Artık yılda kaç kilo daha az karbon salınmaktadır?,"Öncelikle Johnstown'daki otomobillerin başlangıçtaki karbon kirliliğini hesaplayalım.
Nüfus 80 kişi ve her bir araba yılda 10 kilo karbon salıyor:

80 araba * 10 kilo karbon/araba = 800 kilo karbon

Kasaba otobüs işletmeye başlayınca insanların %25'i otobüse binmeye başlıyor. Bu, 80 kişinin %25'i, yani 20 kişinin otobüse binmesi demektir. Bu durumda artık 60 kişi araba kullanıyor:

60 araba * 10 kilo karbon/araba = 600 kilo karbon

Bir otobüs yılda 100 pound karbon kirletiyor. 1 pound yaklaşık 0.454 kilo olduğuna göre:

100 pound * 0.454 kilo/pound ≈ 45.4 kilo karbon

Toplamda yeni kirlilik miktarları:
Arabalardan: 600 kilo
Otobüsten: 45.4 kilo
Toplam: 600 + 45.4 ≈ 645.4 kilo

Başlangıçtaki kirlilik miktarı 800 kilo idi. Şimdi ise 645.4 kilo. Aradaki fark:

800 kilo - 645.4 kilo ≈ 154.6 kilo

Sonuç olarak, kasaba yılda yaklaşık 154.6 kilo daha az karbon salmaktadır."
"Yuan, kardeşi David'den 7 yaş büyük ve onun iki katı yaşında. David kaç yaşında?",David 7 yaşında.
"Sadie, Ariana ve Sarah bir bayrak yarışı koşuyorlar. Yarışın her bölümü farklı uzunlukta ve farklı arazileri kapsıyor. Sadie'nin ormanda saatte ortalama 3 mil hızla koşması 2 saat sürüyor. Ariana kendi bölümündeki açık alanda saatte 6 mil hızla yarım saat boyunca koşar. Sarah sahil boyunca saatte 4 mil hızla koşuyorsa ve yarış için toplam süreleri 4,5 saat ise, yarışın toplam mesafesi nedir?","Sadie, Ariana ve Sarah'nın koştuğu toplam mesafeyi hesaplayalım:

Sadie'nin mesafesi:
- Hız: 3 mil/saat
- Süre: 2 saat
- Mesafe: 3 mil/saat \* 2 saat = 6 mil

Ariana'nın mesafesi:
- Hız: 6 mil/saat
- Süre: 0.5 saat
- Mesafe: 6 mil/saat \* 0.5 saat = 3 mil

Toplam sürenin geri kalanı Sarah tarafından koşulacak:
- Toplam süre: 4.5 saat
- Sadie ve Ariana'nın toplam süresi: 2 saat + 0.5 saat = 2.5 saat
- Sarah'nın süresi: 4.5 saat - 2.5 saat = 2 saat

Sarah'nın mesafesi:
- Hız: 4 mil/saat
- Süre: 2 saat
- Mesafe: 4 mil/saat \* 2 saat = 8 mil

Toplam mesafe:
- Sadie'den: 6 mil
- Ariana'dan: 3 mil
- Sarah'dan: 8 mil

Yarışın toplam mesafesi: 6 mil + 3 mil + 8 mil = 17 mil

Yarışın toplam mesafesi 17 mildir."
Profesör Plum'ın biyoloji sınıfında 40 öğrenci vardır. Bu öğrencilerin yüzde 80'inin yavru köpekleri var. Yavru köpek sahibi olanların %25'inin de papağanı var. Kaç öğrencinin hem yavru köpeği hem de papağanı vardır?,"40 öğrencinin %80'i yavru köpeğe sahip:

0.8 * 40 = 32 öğrenci yavru köpeğe sahip.

Bu 32 öğrencinin %25'inin de papağanı var:

0.25 * 32 = 8 öğrenci.

Dolayısıyla, 8 öğrencinin hem yavru köpeği hem de papağanı vardır."
"Bir kuş evi inşa etmek için 7 kalas ve 20 çivi gerekir.  Eğer 1 çivinin maliyeti 0,05 dolar ve bir kalasın maliyeti 3 dolar ise, 4 kuş evi inşa etmenin maliyeti dolar cinsinden nedir?","4 kuş evi inşa etmek için 28 kalas (4 kuş evi × 7 kalas) ve 80 çivi (4 kuş evi × 20 çivi) gereklidir.

Kalaskarın maliyeti: 28 kalas × 3 dolar = 84 dolar.
Çivilerin maliyeti: 80 çivi × 0,05 dolar = 4 dolar.

Toplam maliyet: 84 dolar + 4 dolar = 88 dolar."
"Chance Pazartesi günü sabah saat 6:00'da Londra'dan New York'a hareket eden bir uçağa bindi. New York'a 18 saat sonra varmıştır. New York'a vardığı gün Cape Town'a uçan başka bir uçağa bindiyse ve Salı günü saat 10:00'da Cape Town'a vardıysa, New York'tan Cape Town'a uçuşunun kaç saat sürdüğünü hesaplayın.","Chance Londra'dan Pazartesi günü sabah 6:00'da ayrıldıktan 18 saat sonra New York'a varır. Bu 6:00 + 18 saat = 24:00, yani Salı günü sabah 00:00'da New York'a vardığı anlamına gelir.

New York'tan Cape Town'a uçan uçağa bindiğinde ve Salı günü saat 10:00'da Cape Town'a varır. Bu durumda, uçuş süresi 10 saat sürer."
"Stormi bisiklet almak için para biriktiriyor. Her biri 10 dolara 3 araba yıkıyor. Her biri 13 dolara 2 çim biçiyor. Eğer istediği bisikletin fiyatı 80$ ise, Stormi'nin bisiklet alabilmesi için ne kadar daha para kazanması gerekiyor?","Stormi'nin şu an ne kadar parası olduğunu belirtmediğiniz için, yalnızca tüm parayı kazanması gerektiğini varsayacağım.

Stormi, her 3 araba yıkadığında 10 dolar kazanıyor.
10 dolar kazanmak için 3 araba yıkaması gerekiyor.
Her 2 çim biçtiğinde 13 dolar kazanıyor.
13 dolar kazanmak için 2 çim biçmesi gerekiyor.

Bisikletin fiyatı 80 dolar. Para kazanma yollarına göre kaç araba yıkayıp kaç çim biçmesi gerektiğini hesaplayabiliriz. Ancak herhangi bir başlangıç tutarı belirtilmemişse,

Bütün parayı kazanması için sadece araba yıkayarak:
80 dolar / 10 dolar = 8 set,
8 * 3 araba = 24 araba yıkaması gerekir.

Sadece çim biçerek:
80 dolar /13 dolar ≈ 6 set,
6 * 2 çim = 12 çim biçmesi gerekir.

Kısacası, Stormi'nin sadece araba yıkayarak veya sadece çim biçerek bisiklet alacak parayı kazanabilir:
- 24 araba yıkaması, veya
- 12 çim biçme işlemi yapması gerekiyor.

Şu an mevcut parası belirtilmediyse ve başlangıçtaki parası “0” ise, bu cevap geçerlidir."
"Nelly kendisi ve 14 arkadaşı için pizza almak istiyor. Her bir pizzanın fiyatı 12 dolardır ve 3 kişiyi doyurabilir. Nelly komşularının çocuklarına bakıcılık yaparak gecede 4 dolar kazanıyorsa, pizzayı karşılayabilmek için kaç gece bakıcılık yapması gerekir?","Nelly ve 14 arkadaşı toplamda 15 kişi eder. Her 3 kişi için 1 pizza gerekiyor, bu durumda 15 kişi için 5 pizza gerekir. Her bir pizzanın fiyatı 12 dolar, bu yüzden 5 pizza toplamda 60 dolara mal olur. Nelly gecede 4 dolar kazanıyorsa, 60 doları karşılayabilmek için 60/4 = 15 gece bakıcılık yapması gerekir."
"Billy iki ağacın halkalarını sayıyor. Bu bölgedeki hava dalgalanmaları, her ağacın halkalarının iki kalın halka ve dört ince halkadan oluşan gruplar halinde olduğu anlamına gelmektedir. Billy ilk ağaçta 70 halka grubu ve ikinci ağaçta 40 halka grubu sayarsa, ilk ağaç ne kadar yaşlıdır? (Ağaçlar yılda 1 halka büyür.)","Her halka grubu 6 halkadan oluştuğuna göre, ilk ağaçta 70 halka grubu vardır. Bu durumda, ilk ağaç 70 grubu \times 6 halkadan oluşur:
\[ 70 \times 6 = 420 \]

Dolayısıyla, ilk ağaç 420 yıl yaşındadır."
"Sally, Sam ve Steve misketleriyle oynamaya gittiler. Başlangıçta Sam'in Steve'den iki kat fazla misketi varken Sally'nin Sam'den 5 eksik misketi vardır. Sam, Sally ve Steve'e 3'er bilye verdikten sonra Sam'in 8 bilyesi kaldı. Steve'in şimdi kaç misketi var?","Başlangıçta Sam'in kaç misketi olduğunu bulabiliriz. Sam, 3 misket verdiğinde 8 misket kaldığına göre, başlangıçta 8 + 3 = 11 misketi vardı.

Steve'in başlangıçta Sam'den yarısı kadar misketi olduğuna göre, Steve'in başlangıçta 11 / 2 = 5.5 misketi varmış gibi görünüyor. Ancak misket sayısı tam sayı olmalıdır. Bu durumda, soruda açıklanan koşullara göre yeniden değerlendirme gerekebilir.

Başlangıçta belirtilen koşullara göre:
- Sam'in 11 misketi vardı.
- Steve, Sam'in misketlerinin yarısına sahipti, ancak misket sayıları tamsayı olmalıdır.
- Sam 3 misket verirse sadece 8 misketi kalır, yani Steve başlangıçta 5 misketi olmalı (bu durumda).

Sam, Steve'e 3 misket verdikten sonra Steve'in başlangıçta 2 misketi vardı. Bu tamam çünkü, 8/2 = 4 misketi oldu.

Steve'in şimdi kaç misketi olduğunu bulmak için Steve'in başlangıçtaki 2 misket sayısına eklemeliyiz:
2 + 3 = 5

Steve'in şimdi 5 misketi var."
"Terry'nin günlük geliri 24 $, Jordan'ın günlük geliri ise 30 $'dır. Haftanın 7 günü çalıştıklarına göre, haftalık gelirleri arasındaki fark ne kadardır?",Haftalık gelirleri arasındaki fark 42 $'dır.
"On sekiz saat önce Beth ve ben projemizin 100 fotoğrafını çektik. Bugün, Beth ve ben aynı projenin %20 daha az fotoğrafını çekeceğiz. Projenin 300 fotoğrafını çekecek olsaydık, hedefe ulaşmak için kaç fotoğraf çekerdik?","300 fotoğraf hedefine ulaşmak için 100 + (100 * 0.80) = 100 + 80 = 180 fotoğraf çekmiş olurdunuz. Şimdiye kadar 100 fotoğraf çektiniz, dolayısıyla hedefe ulaşmak için kalan 120 fotoğrafı çekmeniz gerekir."
"Jamal, tanesi 2 dolardan 4 adet yarım düzine renkli boya kalemi satın aldı. Satın aldığı boya kalemlerinin toplam maliyeti ne kadardır?","Jamal, bir yarım düzine (6 adet) boya kaleminden 4 tane, yani 4 * 6 = 24 adet boya kalemi satın alır.

Her bir boya kalemi 2 dolar olduğuna göre, toplam maliyet 24 * 2 = 48 dolar olur.

Dolayısıyla, Jamal'ın satın aldığı boya kalemlerinin toplam maliyeti 48 dolardır."
"Susie bir pizza dükkanı açar. Dilim başına 3 dolar ve bütün pizza için 15 dolar alıyor. Eğer 24 dilim pizza ve 3 bütün pizza satabildiyse, ne kadar para kazanmıştır?","Susie 24 dilim pizza satarsa, her dilim 3 dolardan toplam 24 * 3 = 72 dolar kazanır.

Susie 3 bütün pizza satarsa, her biri 15 dolardan toplam 3 * 15 = 45 dolar kazanır.

Toplam kazanç: 72 + 45 = 117 dolar."
Spot poşet ve kutularda kurabiye satıyor. Her poşette 7 kurabiye vardır. Her kutuda 12 kurabiye vardır.  8 kutuda 9 poşetten kaç tane daha fazla kurabiye vardır?,"8 kutuda 96 kurabiye vardır (8 x 12 = 96).
9 poşette 63 kurabiye vardır (9 x 7 = 63).

96 - 63 = 33 kurabiye daha fazla vardır."
15 galon gaz 5 farklı kaba eşit olarak bölünmüştür. Josey'nin çim biçme makinesini çalıştırmak için bir kabın 1/4'üne ihtiyacı vardı. Josey'nin kaç litre benzine ihtiyacı vardı?,"Öncelikle, 15 galon gaz 5 kaba eşit olarak bölündüğünde her kapta 3 galon gaz olur. Josey'nin çim biçme makinesi için bir kabın 1/4'üne ihtiyacı vardır. Bu, 3 galonun 1/4'ü anlamına gelir ve 0.75 galon eder.

1 galon yaklaşık olarak 3.78541 litredir. Dolayısıyla, Josey'nin ihtiyacı olan benzin miktarı:

0.75 galon * 3.78541 litre/galon ≈ 2.84 litre

Josey'nin yaklaşık 2.84 litre benzine ihtiyacı vardır."
Bir sınıfta 40 öğrenci vardır. Sınıfın yarısı maviyi seviyor. Geri kalanların dörtte biri yeşili ve geri kalanı da sarıyı seviyor. Kaç öğrenci sarı rengi seviyor?,20 öğrenci maviyi seviyor. Geri kalan 20 öğrenciden 5'i yeşili seviyor. Bu durumda 15 öğrenci sarı rengi seviyor.
"Bir araç Pazartesi günü 12 mil, Salı günü 18 mil ve Çarşamba günü 21 mil sürülürse. Gün başına kat edilen ortalama mesafe nedir?",Gün başına kat edilen ortalama mesafe (12 + 18 + 21) / 3 = 51 / 3 = 17 mil.
Tapanga ve Corey'nin birlikte 66 şekeri var. Ancak Tapanga'nın Corey'den 8 tane daha fazla şekeri var. Corey'nin kaç şekeri var?,Corey'nin 29 şekeri var.
"Julia bu hafta sonu lise müzikalinde sahne alacak ve ailesi de gösteriye gelmek istiyor. Biletler yetişkinler için 12$ ve çocuklar için 10$'dır. Annesi, babası, büyükannesi ve üç küçük kız kardeşi gösteriye gelirse, biletlerin toplam tutarı ne kadar olur?",Toplam tutar 68$ olacaktır.
"Büyük defilenin önümüzdeki hafta yapılması planlanıyor.  Defile, podyuma çıkan mankenlerin izleyicilerin önünde tasarımcı kıyafetleri giyerek podyumda bir aşağı bir yukarı yürümelerini içeriyor.  Defilenin iki bölümü var: gece kıyafetleri ve mayolar.  Bir modelin pistin sonuna kadar yürüyüp geri dönmesi 2 dakika sürüyor ve modeller sırayla, her seferinde bir tane olmak üzere, farklı kıyafetler giyerek pistte yukarı ve geri yürüyor.  Gösteride 6 model varsa ve her model gösterinin podyum bölümünde iki takım mayo ve üç takım gece kıyafeti giyecekse, gösteri sırasında tüm podyum turlarını tamamlamak dakika cinsinden ne kadar sürer?","Her model iki takım mayo ve üç takım gece kıyafeti giyecek, yani toplamda her model 5 kez podyuma çıkacak. Her bir podyum turu 2 dakika sürdüğünden, bir model 5 turu tamamlamak için 5 x 2 = 10 dakika harcar.

Gösteriye 6 model katılacağına göre, toplam süre 6 x 10 = 60 dakika olacaktır."
Karanlık Lord'un elflerle yapacağı bir savaş için Büyülü Orman'a 1200 kilo kılıç taşıması gerekiyor. Her biri 8 orktan oluşan 10 mangası var. Her ork kaç kilo kılıç taşımak zorunda?,"Her orkun taşıyacağı kilo miktarını hesaplamak için toplam kılıç ağırlığını (1200 kilo) toplam ork sayısına bölmek gerekiyor.

Karanlık Lord’un 10 mangasındaki her manga 8 orktan oluşuyorsa toplamda 10 x 8 = 80 ork vardır.

Sonuç olarak, her ork 1200 / 80 = 15 kilo kılıç taşımak zorunda."
"Jenny ve Martha'nın paylaştığı dairedeki iki yatak odasının metrekaresi toplam 300 fit karedir. Jenny'nin yatak odası Martha'nınkinden 60 feet kare daha büyükse, Martha'nın yatak odası feet kare olarak ne kadar büyüktür?",Martha'nın yatak odası 120 fit karedir.
Xavier'in yeni eve taşınma partisi için 84 kağıt tabağa ihtiyacı var. Halihazırda 21 yeşil ve 28 kırmızı tabağı var. Xavier kaç tane daha tabak almalıdır?,"Xavier'in toplamda 84 kağıt tabağa ihtiyacı var, ancak halihazırda 21 yeşil ve 28 kırmızı tabağı var.

21 yeşil + 28 kırmızı = 49 tabak

84 - 49 = 35 tabak

Xavier'in 35 tane daha tabak alması gerekiyor."
Melly'nin iki kedisi de aynı anda yavrular. İlk kedinin 3 mavi gözlü ve 7 kahverengi gözlü yavrusu oldu. İkinci kedinin 4 mavi gözlü ve 6 kahverengi gözlü yavrusu var. Tüm yavru kedilerin yüzde kaçı mavi gözlüdür?,Tüm yavru kedilerin yüzde 35'i mavi gözlüdür.
"Amber ve Josh tatil için Fransa'ya uçuyorlar.  Uçakları akşam 8:00'de kalkıyor ve uluslararası bir uçuş olduğu için 2 saat erken check-in yapmaları tavsiye ediliyor.  Havaalanına gitmeleri 45 dakika, araçlarını park edip terminale gitmeleri ise 15 dakika sürecek.  Havaalanına zamanında varmak için evlerinden en geç ne zaman ayrılabilirler?",Amber ve Josh’un evden en geç saat 4:45'te ayrılmaları gerekiyor.
"Rene 30 sayfayı 60 dakikada okuyabilir. Lulu 60 dakikada 27 sayfa okuyabilir ve Cherry 60 dakikada 25 sayfa okuyabilir. Eğer 240 dakikadır okuyorlarsa, toplam kaç sayfa okumayı bitirmişlerdir?","Rene, 240 dakikada \( \frac{240}{60} \times 30 = 120 \) sayfa okur.
Lulu, 240 dakikada \( \frac{240}{60} \times 27 = 108 \) sayfa okur.
Cherry, 240 dakikada \( \frac{240}{60} \times 25 = 100 \) sayfa okur.

Toplamda, \( 120 + 108 + 100 = 328 \) sayfa okurlar."
"Gwen iş yerinden 900 $ ikramiye aldı ve bu parayı borsaya yatırmaya karar verdi.  İkramiyesinin üçte birini A hisse senedine, üçte birini B hisse senedine ve kalan üçte birini de C hisse senedine yatırdı. Bir yıl sonra, A ve B hisse senetlerinin değeri iki katına çıkarken, C hisse senedi değerinin yarısını kaybetmişti.  Yıl sonunda Gwen'in hisse senetlerinin dolar cinsinden değeri ne kadardı?","Gwen'in ikramiyesinin üçte biri 300 $ eder. A, B ve C hisse senetlerine sırayla yatırdığı miktarlar 300 $'dır.

Bir yıl sonra:
- A hisse senedi 300 $'ın iki katı olmuştur: 300 $ x 2 = 600 $
- B hisse senedi 300 $'ın iki katı olmuştur: 300 $ x 2 = 600 $
- C hisse senedi 300 $'ın yarısını kaybetmiştir: 300 $ / 2 = 150 $

Yıl sonunda Gwen'in hisse senetlerinin toplam değeri:
600 $ (A) + 600 $ (B) + 150 $ (C) = 1350 $

Bu şekilde, Gwen'in hisse senetlerinin yıl sonundaki toplam değeri 1350 $'dır."
"Bir kutudaki Oreo ve kurabiye sayısı 4:9 oranındadır. Zane her bir Oreo'yu 2$'dan ve her bir kurabiyeyi 3$'dan satın almıştır. Kutudaki toplam ürün sayısı 65 ise, Zane kurabiyeleri satın almak için Oreo'ları satın almaktan ne kadar daha fazla para harcamıştır?","Kutuda toplam 65 ürün var ve Oreo ve kurabiye oranı 4:9. Bu oranlara göre Oreo sayısı \( \frac{4}{4+9} \times 65 = 20 \) ve kurabiye sayısı \( \frac{9}{4+9} \times 65 = 45 \) olarak bulunur.

Zane Oreo'lar için 20 \(\times\) 2$ = 40$ harcamıştır.
Kurabiyeler için ise 45 \(\times\) 3$ = 135$ harcamıştır.

Kurabiyeleri satın almak için Oreo'ları satın almaktan 135$ - 40$ = 95$ daha fazla harcamıştır."
"Bay Ha, Bay Phung'dan 5 gümüş dolar daha fazlasına sahip. Bay Phung'un Bay Chiu'dan 16 gümüş doları daha fazla. Bay Chiu'nun 56 gümüş doları varsa, üçünün toplam kaç gümüş doları vardır?","Bay Chiu'nun 56 gümüş doları var.

Bay Phung, Bay Chiu'dan 16 gümüş doları daha fazla demek ki:
Bay Phung = 56 + 16 = 72 gümüş dolar

Bay Ha, Bay Phung'dan 5 gümüş doları daha fazla demek ki:
Bay Ha = 72 + 5 = 77 gümüş dolar

Üçünün toplam gümüş doları:
56 + 72 + 77 = 205 gümüş dolar

Toplamda 205 gümüş doları vardır."
Araba kiralama acentesi bir araba için günlük 30 dolar veya bir hafta veya daha uzun süreli bir kiralama için ilk hafta 190 dolar ücret almaktadır. Jennie 11 günlüğüne bir araba kiraladı. Kiralama için dolar cinsinden ne kadar ödemiştir?,"Jennie 11 günlüğüne bir araba kiraladığı için, ilk hafta (7 gün) için 190 dolar ve kalan 4 gün için 4 * 30 = 120 dolar ödeyecek.

Toplam ücret: 190 + 120 = 310 dolar."
"70 beneği olan bir kobra, bir mamba'nın iki katı kadar beneğe sahiptir. Bir yılan parkında 40 kobra ve 60 mambra varsa, hepsinin sahip olduğu benek sayısının toplamının yarısı kaçtır?","Öncelikle, bir mamba'nın kaç beneği olduğunu bulalım:
70 beneği olan bir kobra, bir mamba'nın iki katı kadar beneğe sahiptir. Bu durumda, bir mamba'nın beneği:
70 / 2 = 35 beneği vardır.

Yılan parkında toplam beneği hesaplayalım:
40 kobra'nın toplam beneği:
40 * 70 = 2800 beneği.

60 mamba'nın toplam beneği:
60 * 35 = 2100 beneği.

Bu yılanların toplam beneği:
2800 + 2100 = 4900 beneği.

Toplam benek sayısının yarısı:
4900 / 2 = 2450.

Sonuç olarak, hepsinin sahip olduğu benek sayısının toplamının yarısı 2450 beneğidir."
